Título|Fecha|Buesqueda por:
Integración Geológica e Hidrogeológica del Centro de Santander. Versión año 2010. Producto|Fecha: 01/04/2010|Hidrogeología
Observaciones Sobre las Calizas de Toluviejo.|Fecha: 01/01/1962|Hidrogeología
Mapa litoestratigráfico con permeabilidades de Colombia. Plancha 5-04. Escala 1:500.000|Fecha: 01/02/2011|Hidrogeología
Mapa litoestratigráfico con permeabilidades de Colombia. Plancha 5-13. Escala 1:500.000|Fecha: 01/02/2011|Hidrogeología
Mapa litoestratigráfico con permeabilidades de Colombia. Plancha 5-14. Escala 1:500.000. Versión año 2011. Producto|Fecha: 01/02/2011|Hidrogeología
Programa estratégico para la investigación y modelamiento del sistema hidrotermal magmático en áreas con potencial geotérmico localizadas en el Flanco Noroccidental del Volcán Nevado del Ruíz, Colombia. Producto|Fecha: 01/07/2012|Hidrogeología
Prospección Geoeléctrica Para Agua Subterránea en las Localidades de Río Frío, Urbanización La Arenosa, Hacienda Lisboa y Sector del Tanque del Acueducto del Municipio de Rivera Departamento de Huila.|Fecha: 01/01/2003|Hidrogeología
Mapa litoestratigráfico con permeabilidades de Colombia. Plancha 5-23. Escala 1:500.000|Fecha: 01/06/2010|Hidrogeología
Mapa litoestratigráfico con permeabilidades de Colombia. Plancha 5-19. Escala 1:500.000|Fecha: 01/06/2010|Hidrogeología
Mapa litoestratigráfico con permeabilidades de Colombia. Plancha 5-20. Escala 1:500.000|Fecha: 01/06/2010|Hidrogeología
Mapa litoestratigráfico con permeabilidades de Colombia. Plancha 5-18. Escala 1:500.000|Fecha: 01/06/2010|Hidrogeología
Mapa litoestratigráfico con permeabilidades de Colombia. Plancha 5-15. Escala 1:500.000|Fecha: 01/06/2010|Hidrogeología
Mapa litoestratigráfico con permeabilidades de Colombia. Plancha 5-10. Escala 1:500.000|Fecha: 01/06/2010|Hidrogeología
Mapa litoestratigráfico con permeabilidades de Colombia. Plancha 5-08. Escala 1:500.000|Fecha: 01/06/2010|Hidrogeología
Mapa litoestratigráfico con permeabilidades de Colombia. Plancha 5-07. Escala 1:500.000|Fecha: 01/06/2010|Hidrogeología
Mapa litoestratigráfico con permeabilidades de Colombia. Plancha 5-05. Escala 1:500.000|Fecha: 01/06/2010|Hidrogeología
Mapa litoestratigráfico con permeabilidades de Colombia. Plancha 5-09. Escala 1:500.000. Versión año 2011. Producto|Fecha: 01/02/2011|Hidrogeología
Problemas de Abastecimiento de Agua en Villanueva, Departamento de Santander. Versión año 1983. Producto|Fecha: 01/09/1983|Hidrogeología
Irrigación Ponedera - Candelaria. Especificaciones y Planos de Construcción. Departamento del Atlántico. Versión año 1951. Informe 856. Producto|Fecha: 01/12/1951|Hidrogeología
Mapas Ordenamiento territoria. - Municipio Jordán - Departamento de Santander.- Geologia y tectonica -Geomorfologia-uso del suelo, etc.|Fecha: 31/12/2006|Hidrogeología
Informe de la Investigación sin Terminar Sobre las Posibilidades Minerales Económicas de La Reserva Petrolífera del Gobierno en el Departamento de Norte de Santander. Versión año 1940. Informe 111. Producto|Fecha: 05/12/1940|Hidrogeología
Informe de la comisión realizada en las vecindades de la ciudad de Cúcuta, donde se adelantan trabajos para obtener agua artesiana. Versión año 1944. Informe 406. Producto|Fecha: 30/07/1944|Hidrogeología
Monografía del Municipio de Iles. Departamento de Nariño. Escala 1:50.00. Versión año 1952. Informe 836. Producto|Fecha: 01/02/1952|Hidrogeología
Informe Sobre los Trabajos Ejecutados en la Oficina y Laboratorio de Petrográfica Durante 1936 - 1938. Informe 61. Producto|Fecha: 19/01/1938|Hidrogeología
Informe de Labores Durante 1959 - 1960 del Servicio Geologico Nacional Presentado por el Director. Versión año 1960. Producto|Fecha: 28/06/1960|Hidrogeología
Columnar Seccions. Quebrada Mira, Río de Oro, East Side of Dome, Río La Danta, Las Mercedes District, Quebrada Rasgadera, Las Mercedes District. Versión año 1938. Producto|Fecha: 01/01/1938|Hidrogeología
Resumen de Zonas Potencialmente Acuíferas en Cúcuta.|Fecha: 01/11/2003|Hidrogeología
Geología del valle alto del río Cauca en los departamentos del Valle y Cauca.|Fecha: 01/01/1969|Hidrogeología
00-347-0005 Estudio de suelos|Fecha: 01/06/1995|Hidrogeología
Mapa básico de suelos -Distrito de irrigación del río Coello -Departamento del Tolima|Fecha: 01/01/1955|Hidrogeología
0-263-0054 Estudio de suelos y recomendaciones de cimentación|Fecha: 01/06/1995|Hidrogeología
Abasto de agua para la hacienda La Picota. Versión año 1929. Informe 181. Producto|Fecha: 11/04/1929|Hidrogeología
Libreta de campo - Prueba de bombeo - Pozo el Cairo|Fecha: 18/11/1985|Hidrogeología
Libreta de campo - Pozo Madrid 6|Fecha: 14/11/1981|Hidrogeología
Perfil Geológico Transversal - N-002 - Proyecto Explotación de Carbón Mina El Cerrejón (Carbocol) - Línea N-002.-|Fecha: 25/09/1981|Hidrogeología
Evaluación Hidrogeológica de Córdoba y Sucre. Departamento de Sucre. Informe de Recopilación de Información. -|Fecha: 01/12/1999|Hidrogeología
Memoria Técnica de la Plancha 5-14. Informe de Avance.|Fecha: 01/06/2002|Hidrogeología
Aprovechamiento hidroeléctrico del río Saldaña. Estudio de prefactibilidad técnica - Memoria final - Apéndice B.|Fecha: 01/11/1976|Hidrogeología
Libreta de campo - Proyecto Caribe - II Comisión. Transversa Carreto - Lata, vía hacia La Torre.|Fecha: 26/02/1992|Hidrogeología
Libreta de campo - Geología del municipio del Carmén de Bolívar - Octubre 09 de 1992|Fecha: 09/10/1992|Hidrogeología
Libreta de campo - Tolima - 1975|Fecha: 10/01/1975|Hidrogeología
Área jurisdicción de la CAR -Plan maestro de calidad de aguas superficiales -Mapa No. 8.2.1|Fecha: 01/01/1990|Hidrogeología
Curvas Acumulativas de Arenas Pleistocénicas de la Región del Río Atabapó - Figura No. 1 -|Fecha: 01/12/1975|Hidrogeología
Estudio Geológico - Geoeléctrico para La Ubicación de un Pozo para Abastecimiento de Agua Subterránea en La Finca Sansa Flowers LTDA, Tenjo Cundinamarca. Versión año 1985. Informe 2020. Producto|Fecha: 01/10/1985|Hidrogeología
Mapa geológico preliminar - Plancha 281 - Rioblanco. Mapa Sepía versión 1982|Fecha: 01/01/1982|Hidrogeología
Abastecimiento de agua para la región de Bahía Honda, Guajira. -|Fecha: 01/09/1971|Hidrogeología
Columna estratigráfica generalizada de la formación Morroa - Camino Las Flores - Morroa - Corozal - Figura No 3|Fecha: 03/07/1979|Hidrogeología
Estudio hidrogeológico del Acuífero de Morroa - Columna estratigráfica generalizada de la formación Morroa Camino las Flores - Morroa - Corozal|Fecha: 01/08/1992|Hidrogeología
Análisis de la dinámica fluvial de algunos ríos de la cuenca de los Llanos Orientales -Ríos Cravo Sur. Sector F-G -V.C.0.1 [Preliminar con anotaciones]|Fecha: 01/11/1995|Hidrogeología
Anexo Plancha 223. Versión año 1983. Informe 1914. Producto|Fecha: 31/12/1983|Hidrogeología
Estudio Geoeléctrico para Prospección de Aguas Subterráneas en la Finca La Pintada, Senador Eugenio Díaz. Corregimiento el Morro, Municipio de Tubará. Versión año 1998. Producto|Fecha: 01/01/1998|Hidrogeología
Declaración de impacto ambiental del aprovechamiento de aguas termales para las pisinas del hotel - Hotel Panorama - Paipa Boyacá|Fecha: 01/02/1993|Hidrogeología
Manejo integrado y Sostenible de los Recursos hídricos Subterráneo en América Latina - Documento del proyecto - RLA/8/031|Fecha: 01/09/2001|Hidrogeología
Análisis y Evaluación de la Información Existente en la Subcuenca del Río Subachoque. Primer Informe.|Fecha: 01/06/2002|Hidrogeología
Informe del reconocimiento de los volcanes de lodo de la Costa Atlántica colombiana y de aguas minerales del municipio de Usiacurí, departamento del Atlántico. (Preliminar). -|Fecha: 01/12/2000|Hidrogeología
Registro grafico compuesto - pozo el Nabil - Análisis de los resultados de la construcción del pozo ``Nabil`` Maicao (Guajira) - figura 1|Fecha: 04/12/1994|Hidrogeología
Estudio geoeléctrico realizado en el Municipio de Barichara - Departamento de Santander - Informe|Fecha: 01/01/2000|Hidrogeología
Perfiles Geoeléctricos A-A`, B-B´, C-C´ - Diseño y Ejecución Plan Monitoreo del Sistema de Inyección de Aguas de Producción Generadas en las Facilidades Centrales de Producción (CPF) - Plancha 3.2|Fecha: 01/02/1995|Hidrogeología
Informe de las Labores realizadas por el Servicio Geológico Nacional durante el año de 1951. Informe 807. Producto|Fecha: 31/12/1951|Hidrogeología
Memorándum sobre una Propuesta para Trabajos Hidrológicos Preliminares y sobre la Estimación de los Costos de un Acueducto para la Urbanización de la Isla del Morro. Departameto de Nariño. Versión año 1952. Informe 869. Producto|Fecha: 01/09/1952|Hidrogeología
Informe sobre las posibilidades de aguas subterráneas en los terrenos de la Escuela Militar de Cadetes, Bogotá. Versión año 1954. Informe 980. Producto|Fecha: 01/01/1954|Hidrogeología
Columna estratigráfica detallada, (arroyos el Cerrito-Platanalcito) - Figura 2 -|Fecha: 01/12/1964|Hidrogeología
Laguna de Tota. Departamento de Boyacá. Versión año 1927. Informe 160. Producto|Fecha: 01/05/1927|Hidrogeología
Las fuentes calientes de Tabio. Versión año 1918. Informe 380. Producto|Fecha: 05/11/1918|Hidrogeología
Anotaciones Sobre Trabajos Hidrológicos Preliminares y Sobre el Proyecto del Acueducto para la Escuela de Policía General Santander en la Vecindad de Bogotá. Versión año 1954. Informe 1048. Producto|Fecha: 01/09/1954|Hidrogeología
Bibliografía de los estudios referentes a aguas subterráneas, que pueden ser consultados en el Instituto Geológico Nacional. -|Fecha: 31/12/1956|Hidrogeología
Libreta de campo - Comisión. Reconocimiento General de la Serrania de la Guajira. Para Aprovechamiento de Aguas.|Fecha: 21/09/1971|Hidrogeología
Informe Geológico Sobre la Hoya Hidrográfica de La Laguna de Tota. Boyacá. Versión año 1928. Informe 130. Producto|Fecha: 17/10/1928|Hidrogeología
Informe de las labores del Servicio Geológico Nacional en el Mes de Febrero de 1953. Versión año 1953. Producto|Fecha: 31/03/1953|Hidrogeología
Labores del Instituto Geológico Nacional en Abril de 1953 -|Fecha: 31/05/1953|Hidrogeología
Análisis de los resultados de la construcción de los pozos Nazareth 2,3 y 4. Año 1990|Fecha: 01/07/1990|Hidrogeología
Proyecto IGAC-ORSTOM - Estudio Regional Integrado del Altiplano Cundiboyacense.-|Fecha: 31/12/1981|Hidrogeología
Modelo Conceptual Hidrogeológico Preliminar Sector Industrial de ACOPI - Mpio. Yumbo Departamento del Valle del Cauca.|Fecha: 01/01/1999|Hidrogeología
Estudio Geoeléctrico en El Corregimiento de Santiago Apóstol para Explotación de Aguas Subterráneas. Versión año 1996. Producto|Fecha: 01/01/1996|Hidrogeología
Informe Final de Geología e Ingeniería Asociado -Contrato R177 La Jagua De Ibirico-|Fecha: 01/04/1996|Hidrogeología
Informe Preliminar Sobre el abasto con Agua de la Población de Suba. Cundinamarca. Versión año 1952. Informe 829. Producto|Fecha: 21/03/1952|Hidrogeología
Informe Geologico sobre la captación de aguas para el acueducto de Municipio de Boavita. Depto. de Boyacá. Versión año 1948. Informe 622. Producto|Fecha: 19/01/1948|Hidrogeología
Caracterización de las Aguas Consumidas por Algunas Poblaciones Localizadas en el Área de Influencia de la Avalancha del Nevado del Ruiz. Versión año 1986. Producto|Fecha: 01/02/1986|Hidrogeología
Informe Final: Resultados de la Perforación, Construcción y Análisis del Pozo 283-I-A-048 Angostura, Municipio de Coyaima, Tolima.-|Fecha: 01/03/2004|Hidrogeología
Estudio Hidrogeológico de los pozos y aljibes de Villavicencio. Versión año 1952. Informe 846. Producto|Fecha: 01/06/1952|Hidrogeología
Informe de Labores Durante 1963-1964 Presentado por el Director del Servicio Geologico Nacional -|Fecha: 01/06/1964|Hidrogeología
Evaluación de la disponibilidad del recurso hídrico para abastecimiento de agua potable en el sur del departamento de Bolivar - Producto|Fecha: 01/03/1994|Hidrogeología
Exploración de Aguas Subterráneas en la Región Central de Santander. Síntesis. Versión año 2010. Producto|Fecha: 01/07/2010|Hidrogeología
Un Pozo de prueba para agua en la Granja Agropecuaria de Girardot. Año 1958. Informe 1307|Fecha: 01/11/1958|Hidrogeología
Adendo al estudio de impacto ambiental de la explotación aurífera de Ataco - Tolima.- Volúmen IV, Calidad del agua, Informe final.|Fecha: 01/02/1992|Hidrogeología
Complementación estudio geoeléctrico vereda La Doctrina municipio de Velez Santander.|Fecha: 01/05/2002|Hidrogeología
Prospección Geoeléctrica en el Área Metropolitana de Bucaramanga.-|Fecha: 01/04/2003|Hidrogeología
Proyectos Ejecutados y Presentados al Gobierno Antes y Durante 1985 -|Fecha: 01/12/1985|Hidrogeología
Resultados de Dos Perforaciones de Ensayo en Mosquera, Cundinamarca. Versión año 1957. Informe 1219. Producto|Fecha: 01/02/1957|Hidrogeología
Aljibes para Puerto Bogotá, Cundinamarca. Versión año 1953. Informe 905. Producto|Fecha: 01/03/1953|Hidrogeología
Fuentes saladas del Municipio de Nimaima, Cundinamarca. Escala 1:25.000. Versión año 1957. Informe 1237. Producto|Fecha: 01/08/1957|Hidrogeología
Abastecimiento de agua potable para Quebrada Negra, Cundinamarca : Informe preliminar. -|Fecha: 01/06/1978|Hidrogeología
Aspectos Geológicos de la Franja Litoral entre Galerazamba y Barranquilla - Producto|Fecha: 01/01/1997|Hidrogeología
Informe Sobre el Pozo 24 I D-1 (Pozo Profundo No. 12) Construido por el Ingeominas en el Municipio de Sabanarlaga (Atlántico) Según Contrato CP-022/81 con Insfopal (Proyecto Call 74-27) -|Fecha: 31/07/1984|Hidrogeología
Reconocimiento geológicos ambiental en las canteras localizadas en la vereda Aguas Prietas - Turbaco - Producto|Fecha: 01/06/1988|Hidrogeología
Perforación, análisis y resultados obtenidos en la construcción del pozo 24 II B-21 Remolino - 2- Producto|Fecha: 01/10/1992|Hidrogeología
Instalación de la Red de Piezómetros en el Sector de Cobe. Informe de Comisión sobre la perforación.-|Fecha: 01/07/1997|Hidrogeología
Perforación, análisis y resultados obtenidos en la construcción del pozo 34 III A 47 Aguas Blanca(Cesar)- Producto|Fecha: 01/09/1993|Hidrogeología
Prospección geoeléctrica para agua subterránea en la vereda Tovar del municipio del Guamo Tolima.|Fecha: 01/07/2002|Hidrogeología
La posible Construcción de un Acueducto alimentado con Agua Subterránea para el Municipio de Bosa, Cundinamarca. Escala 1:25.000. Versión año 1952. Informe 861. Producto|Fecha: 01/08/1952|Hidrogeología
Estudio sobre algunas aguas minerales de Nariño. Ubicación de los Manantiales de Aguas Minerales. Escala 1:100.000. Versión año 1953. Informe 941. Producto|Fecha: 01/07/1953|Hidrogeología
Informe. Perforación, Construcción y Análisis del Pozo 323-IV-C-016 Río Frío 1. Rivera - Huila. Año 2003|Fecha: 01/05/2003|Hidrogeología
Perfil Geoeléctrico D - D` -Río Cali - Base Aerea -|Fecha: 28/02/2005|Hidrogeología
Informe sobre el desarrollo del proyecto prospección hidrogeológica en los departamentos de Atlántico y Bolívar - Producto|Fecha: 28/01/1983|Hidrogeología
Análisis estructural en la zona occidental del Volcán Nevado del Ruíz. Producto|Fecha: 01/03/2012|Hidrogeología
Informe de Labores Durante 1961-1962 Presentado por el Director del Servicio Geológico Nacional al señor Ministro de Minas y Petróleos. Versión año 1962. Producto|Fecha: 01/06/1962|Hidrogeología
Agua Potable para el Municipio de Nocaima, Departamento de Cundinamarca. Versión año 1952. Informe 875. Producto|Fecha: 01/10/1952|Hidrogeología
Estudio geológico, geomorfológico y evaluación geoambiental del sector suroriental de la Alta Guajira - Una estrategia para su desarrollo sostenible - Producto|Fecha: 01/12/1996|Hidrogeología
Abastecimiento del hotel de turismo Pipatón con agua subterránea Barrancabermeja, Santander. Versión año 1952. Informe 831. Producto|Fecha: 01/01/1952|Hidrogeología
Breves anotaciones sobre el Abastecimiento de Agua en varias Poblaciones del Departamento del Atlántico. Versión año 1953. Informe 923. Producto|Fecha: 01/06/1953|Hidrogeología
Boletín Geológico Volumen V Nº 1. Versión año 1957. Informe 1207. Boletín|Fecha: 01/12/1957|Hidrogeología
Estudio técnico-económico de factibilidad minera proyecto carbonífero de Puerto Libertador, Departamento de Córdoba|Fecha: 10/04/1984|Hidrogeología
Perforación, análisis y resultados obtenidos en la construcción del pozo 38 II C-2 y C-3 Tenerife, Magdalena. Carta técnica 121. Año 1992|Fecha: 01/01/1992|Hidrogeología
Prospección geoeléctrica para agua subterránea al norte del municipio de Vélez en la vereda Peña Tambor.|Fecha: 01/07/2002|Hidrogeología
La reutilización de aguas residuales para recarga de acuíferos en España. Experiencias, Proyectos y Planes.|Fecha: 23/05/1996|Hidrogeología
Abasto de Mercaderes con Agua Potable. Departamento del Cauca. Versión año 1952. Informe 813. Producto|Fecha: 18/01/1952|Hidrogeología
Apéndice a los Trabajos Geológicos de Campo con Destino al Acueducto Municipal de Bogotá. Versión año 1950. Informe 737. Producto|Fecha: 25/08/1950|Hidrogeología
Prospección Geoeléctrica para Localizar un Pozo de Profundo en el Municipio de Facatativa-Cundinamarca.-|Fecha: 01/08/2003|Hidrogeología
Perforación, análisis y resultados obtenidos en la construcción del pozo 24 IV C-50 El Piñón, Magdalena. Carta técnica 124. Año 1992|Fecha: 01/02/1992|Hidrogeología
Abastecimiento de aguas para Tunja. Departamento de Boyacá. Versión año 1948. Informe 648. Producto|Fecha: 01/12/1948|Hidrogeología
Reconocimiento Geológico y Prospección Geoeléctrica para Agua Subterranea en el Municipio de Chaguaní-Cundinamarca.-|Fecha: 01/05/2003|Hidrogeología
Economic geology and ground water supply eastern Guajira peninsula Colombia. -|Fecha: 30/11/1964|Hidrogeología
Registro Litológico, Diseño del Pozo, Registros Físicos, Mapa de Localización y Análisis Granulométrico del Pozo 023, del Municipio de Rivera Huila. Versión año 2000.|Fecha: 01/05/2000|Hidrogeología
Mapa litoestratigráfico con permeabilidades de Colombia. Plancha 5-26. Escala 1:500.000|Fecha: 01/06/2010|Hidrogeología
Exploración de Aguas Subterráneas en los Departamentos de Córdoba y Sucre.|Fecha: 01/12/2000|Hidrogeología
Planchas de iso-resistividad eléctrica a 100 metros de profundidad, en el área de la Sabana de Bogotá. Año 2002|Fecha: 28/02/2003|Hidrogeología
Perforación, análisis y resultados obtenidos en la construcción del pozo 38 IV A-8 San Luis, Tenerife, Magdalena. Carta Técnica 122. Año 1992|Fecha: 01/01/1992|Hidrogeología
Registros Físicos, Litológicos, Diseño de Pozo, Análisis Granulométrico y Localización del Pozo 323 IV D 024 Las Mercedes.|Fecha: 01/05/2000|Hidrogeología
Evaluación del Potencial Acuífero de los Municipios de Puerto Berrio y Puerto Naré.|Fecha: 01/01/2003|Hidrogeología
Prospección Geoeléctrica en los Municipios de Cabrera y Villa Nueva Departamento de Santander. Informes LGF-015 y LGF-019. Versión año 2003. Producto|Fecha: 01/09/2003|Hidrogeología
Informe del análisis y evaluación de la actualizada de los puntos de agua en la cuenca del rio Subachoque. Informe final. Año 2002|Fecha: 01/12/1999|Hidrogeología
Mapa litoestratigráfico con permeabilidades de Colombia. Plancha 5-25. Escala 1:500.000|Fecha: 01/06/2010|Hidrogeología
Problema de Agua en el Municipio de Sucre, Departamento de Santander. Versión año 1952. Informe 837. Producto|Fecha: 09/05/1952|Hidrogeología
Evaluación del Impacto del basurero de Navarro sobre las aguas subterráneas en Cali. Colombia. Año 1996|Fecha: 01/01/1996|Hidrogeología
Informe de Avance Evaluación de los acuíferos de la zona Soacha, sabana de Bogotá: estratigrafía y Tectónica. Exploración y Evaluación de Aguas Subterráneas. Año 2003|Fecha: 01/12/2003|Hidrogeología
Mapa Hidrogeológico Plancha Nº 4. La Tebaida. Versión año 1994.|Fecha: 01/12/1994|Hidrogeología
Perforación, Análisis y Resultados Obtenidos en la Construcción del Pozo 46 III C-45 Santa Ana. Magdalena. Proyecto: Exploración de Acuíferos en las Poblaciones de El Banco, Guamal, San Sebastián, Santa Ana, San Zenón. Departamento del Magdalena. Versión año 1989. Carta Técnica 111. Producto|Fecha: 01/12/1989|Hidrogeología
Geología de la plancha 88 Cúcuta. Escala 1:100.000. Departamento de Norte de Santander, Colombia. Versión año 2016. Producto|Fecha: 01/04/2016|Hidrogeología
Análisis de los resultados obtenidos en la limpieza, desarrollo y prueba de bombeo del pozo 8 III C-29 El Silencio. Año 1990. Carta Técnica 116|Fecha: 01/10/1990|Hidrogeología
Exploración y Evaluación de Aguas Subterráneas. Atlas de Aguas Subterráneas de Colombia. Plancha 5-06. Litoestratigrafía.|Fecha: 01/07/2001|Hidrogeología
EVALUACIÓN DE LA VULNERABILIDAD A LA CONTAMINACION DE LOS ACUÍFEROS EN EL VALLE DEL CAUCA.-|Fecha: 01/05/1998|Hidrogeología
Exploración y Evaluación de Aguas Subterráneas. Informe de Comisión. Reconocimiento de los Volcanes de Lodo de Cartagena y Aguas Minerales de Usiacuri, Atlántico. Año 2000|Fecha: 01/11/2000|Hidrogeología
Modelo Hidrogeológico de la zona sur eje Cafetero - Departamento del Quindío. Escala 1:100.000. Versión año 2016. Producto|Fecha: 01/07/2016|Hidrogeología
Documentación de Banco Nacional de Datos Hidrogeológicos. Versión año 2001. Producto|Fecha: 01/11/2001|Hidrogeología
Las aguas Subterráneas un Enfoque Práctico. Colección Guías y Manuales. Versión año 2011. Producto|Fecha: 01/01/2011|Hidrogeología
Hidroquímica de Cúcuta. Estudio Hidrogeológico para el Abastecimiento de Agua en la Zona de Cúcuta. Versión año 1981. Informe 1823. Producto|Fecha: 01/03/1981|Hidrogeología
Investigación Geoeléctrica Áreas de Cúcuta - El Zulia. Proyecto: Estudio Hidrogeológico para el abastecimiento de agua en la zona de Cúcuta. Versión año 1981. Informe 1791. Producto|Fecha: 01/10/1980|Hidrogeología
Perforación de pozos profundos en el área de Cúcuta. Proyecto: Estudio Hidrogeológico para el abastecimiento de agua en la zona de Cúcuta. Versión año 1981. Informe 1833. Producto|Fecha: 01/02/1981|Hidrogeología
Resumen de Labores del Servicio Geológico Nacional. Versión año 1952. Informe 853. Producto|Fecha: 27/06/1952|Hidrogeología
Informe Sobre las Pruebas de Inyección en los Pozos Villa del Rosario 1A y 2A, (99-I-B-30 1A y 99-B-31-2A). Proyecto Estudio Hidrogeológico para el Abastecimiento de Agua en la Zona de Cúcuta. Versión año 1981. Informe 1837. Producto|Fecha: 01/10/1981|Hidrogeología
Informe Sobre la Navegabilidad del Rio Ariari. Versión año 1945. Informe 510. Producto|Fecha: 05/12/1945|Hidrogeología
Informe Geológico en la Zona de Cúcuta. Proyecto: Estudio Hidrogeológico para el abastecimiento de agua en la zona de Cúcuta. Versión año 1980. Informe 1821. Producto|Fecha: 01/10/1980|Hidrogeología
Evaluación de Aguas Subterráneas en el Departamento del Cesar. Documento Guía para La Implementación del Banco de Datos Hidrogeológicos en Corpocesar. Versión año 1995. Informe 2222-3. Producto|Fecha: 01/06/1995|Hidrogeología
Reconocimiento Geológico del sitio para el Proyecto de embalse del Río Frio. Municipio de Zipaquirá. Departamento de Cundinamarca. Versión año 1943. Informe 401. Producto|Fecha: 01/09/1943|Hidrogeología
Evaluación de Aguas Subterráneas en el Departamento del Cesar. Prospección Geoeléctrica en el Departamento del Cesar. Versión año 1994. Informe 2222-4. Producto|Fecha: 01/12/1994|Hidrogeología
Informe Anual 1977. Versión año 1977. Informe 1758. Producto|Fecha: 31/12/1977|Hidrogeología
Evaluación de Aguas Subterráneas en el Departamento del Cesar. Investigación Hidrogeoquímica del Agua Subterránea en El Departamento del Cesar. Versión año 1995. Informe 2222-2. Producto|Fecha: 01/02/1995|Hidrogeología
Cuarto informe preliminar sobre la Geología Económica del Departamento de Bolívar. Versión año 1944. Informe 337. Producto|Fecha: 11/05/1944|Hidrogeología
Estudio del Proyecto de Embalse del Arroyo Saco. Municipio de Juan de Acosta. Departamento del Atlántico. Versión año 1960. Informe 1372. Producto|Fecha: 01/10/1960|Hidrogeología
Fuentes Termales de Paipa. Versión año 1942. Informe 356. Producto|Fecha: 03/12/1942|Hidrogeología
Boletín Geológico. Volumen 25 Numero 1. Versión año 1982. Boletín|Fecha: 01/01/1982|Hidrogeología
Boletín Geológico. Volumen 25 Numero 3. Versión año 1982. Boletín|Fecha: 01/10/1982|Hidrogeología
Informe Preliminar sobre Posibilidades de Aguas Subterráneas en la Región del Río La Paila, Valle del Cauca. Versión año 1951. Informe 773. Producto|Fecha: 01/07/1951|Hidrogeología
Boletín Geológico. Volumen 7 Numero 1 - 3. Versión año 1959. Boletín|Fecha: 01/01/1959|Hidrogeología
Boletín Geológico. Volumen 29 Numero 1. Versión año 1988. Boletín|Fecha: 01/01/1988|Hidrogeología
Boletín Geológico. Volumen 42 Numero 1 - 2. Versión año 2008. Boletín|Fecha: 01/01/2008|Hidrogeología
Apreciación geológica del proyecto del Río Teusacá presupuestado para el abasto con agua para Bogotá. Versión año 1933. Informe 214. Producto|Fecha: 09/07/1933|Hidrogeología
Sobre posible construcción de acueductos de aguas subterráneas en varias poblaciones del Departamento del Magdalena. Versión año 1955. Informe 1077. Producto|Fecha: 01/02/1955|Hidrogeología
Concepto sobre el informe: Estudios hechos para investigar la posibilidad de desarrollar agua subterránea en la Alta Guajira, región de la península de La Guajira de Colombia, por A.H. Bruhn. Winston Incorporated. Versión año 1954. Informe 1013. Producto|Fecha: 01/04/1954|Hidrogeología
Exploración Hidrogeológica de los Departamentos de Córdoba y Sucre. Evaluación de la Recarga en los Principales Acuíferos del Departamento de Sucre. Año 2000|Fecha: 01/04/2000|Hidrogeología
Anotaciones acerca del Abastecimiento de Aguas para el Municipio de Cali y otras Comunidades en el Valle del Cauca. Versión año 1954. Informe 1002. Producto|Fecha: 01/02/1954|Hidrogeología
Mapa litoestratigráfico con permeabilidades de Colombia. Plancha 5-24. Escala 1:500.000|Fecha: 01/06/2010|Hidrogeología
Resultados de la perforación, construcción y análisis del pozo 283- I-A- 067 Castilla, municipio de Coyaima, Tolima.|Fecha: 01/12/2002|Hidrogeología
Los Manantiales Termales de Las Pléyades del Municipio de Suba Departamento de Cundinamarca. Versión año 1946. Informe 509A. Producto|Fecha: 01/04/1946|Hidrogeología
Posibilidad de la Explotación de Aguas Subterráneas en la Finca Vindí, Municipio de Coello, Departamento del Tolima. Versión año 1949. Producto|Fecha: 01/07/1949|Hidrogeología
Aguas Subterráneas en la Altiplanicie de Paipa - Duitama - Sogamoso. Versión año 1951. Informe 778. Producto|Fecha: 01/09/1951|Hidrogeología
Abastecimiento del Hotel de Turismo de Coconuco con Agua de Fuentes Termales y de los Sitios de El Bordo, El Estrecho y Mercaderes con Agua Subterránea o Agua de Fuentes, Departamento del Cauca. Versión año 1951. Informe 799. Producto|Fecha: 01/11/1951|Hidrogeología
Posibilidades para la construcción de un acueducto de aguas subterráneas en el Municipio de Corozal, Departamento de Bolívar. Versión año 1952. Informe 883. Producto|Fecha: 01/11/1952|Hidrogeología
Aprovechamiento de aguas subterráneas en las poblaciones de Sampués, Departamento de Bolívar y San Andrés, Chinú, Sahagún, San Carlos, Pueblo Nuevo y Planeta Rica, Departamento de Córdoba. Informe 1024. Versión año 1954. Producto|Fecha: 01/08/1954|Hidrogeología
Problemas del Acueducto de Riohacha, Guajira y su posible solución. Versión año 1954. Informe 1063. Producto|Fecha: 01/11/1954|Hidrogeología
Un acueducto de agua Subterránea para las salinas marítimas de Manaure y para las poblaciones de Manaure y Uribía. Departamento Guajira. Versión año 1954. Informe 1066. Producto|Fecha: 01/11/1954|Hidrogeología
Memorándum sobre el abastecimiento de agua en varias regiones de La Guajira. Versión año 1955. Informe 1079. Producto|Fecha: 01/02/1955|Hidrogeología
Calidad del agua en el acueducto de San Antonio de California, Santander. -|Fecha: 31/10/1956|Hidrogeología
Química de las Aguas Subterráneas y su importancia desde el Punto de Vista de Potabilidad e Higiene -|Fecha: 30/11/1956|Hidrogeología
